text,user
"b'RT @GopAaron: 258 black people were killed by police in 2015 compared to the 6,000 blacks that were killed that year by other blacks... #Bl\xe2\x80\xa6'",wakeupcallfolks
b'#RIP #DarrenSeals you were a real one and will be missed. @KingDSeals #Ferguson #BlackLivesMatter',N0_Slave
"b""So...Where's the 'Pray for Haiti' Facebook Filter? https://t.co/v0zMiwdhk6 #blacklivesmatter #media""",hayesstw
"b'2 police officers killed? Where is that #BlueLivesMatter Crew at \xf0\x9f\x91\x80, Oh they only come out when we say #blacklivesmatter \xf0\x9f\x99\x84'",BaDDie_ShaY
"b""RT @ArielFoxman: Today, tmrw, this week: watch @AVAETC @13THFilm on @Netflix. It's brilliant, eye-opening &amp; most of all, critical viewing.\xe2\x80\xa6""",isa_wave
"b'RT @KubenPrime: 840 dead,tens of thousands displaced in #Haiti, &amp; US media focuses on debris flying across suburban roads in Florida..#Blac\xe2\x80\xa6'",mandyk2504
b'RT @CelebsInHS: -psycho\n-keys all her ex boyfriends cars\n-supports #BlackLivesMatter but locks car door when a black person walks by https:\xe2\x80\xa6',ArvsSammy
b'RT @CelebsInHS: -psycho\n-keys all her ex boyfriends cars\n-supports #BlackLivesMatter but locks car door when a black person walks by https:\xe2\x80\xa6',brittneyforya
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',markala_morton
"b""RT @ajplus: Race had everything to do with the U.S. military's secret chemical experiments. #BlackLivesMatter https://t.co/uDccbrK1YP""",AnnaJannaHanna
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',LilMisJocelyn
"b""RT @spoopykittten: ben &amp; jerry's on #BlackLivesMatter https://t.co/Fi4nYmyYJO""",Melanch0le_
"b""Yes @keybank wouldn't be getting my BLACK dollars!!!! #blackdollarsmatter #blacklivesmatter https://t.co/42lXqY5vcZ""",Xs_N_Os
b'RT @CoolGuySomar: The members of the #NCAT Blue and Gold Marching Machine stand with #BlackLivesMatter https://t.co/tjPamoyVkl',aliyahxaliyah
"b""RT @joyreaper: #PodestaEmails It can't get much sadder. We knew .@hillaryclinton was the real racist. Her camp &amp; the media are as well! #Bl\xe2\x80\xa6""",bossyone77
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',abcdelenax
b'A$AP ROCKY RESPONDS TO CONTROVERSY SURROUNDING HIS INTERVIEW ABOUT FERGUSON AND #BLACKLIVESMATTER #StrictlyBidness\xc2\xa0 https://t.co/u6ZDtXeDvD',mellvarr
b'A$AP ROCKY RESPONDS TO CONTROVERSY SURROUNDING HIS INTERVIEW ABOUT FERGUSON AND #BLACKLIVESMATTER #StrictlyBidness\xc2\xa0 https://t.co/KQjRTlwm9B',abaily93
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',wnt8387
"b""RT @ArielFoxman: Today, tmrw, this week: watch @AVAETC @13THFilm on @Netflix. It's brilliant, eye-opening &amp; most of all, critical viewing.\xe2\x80\xa6""",JohannaBrownell
b'RT @CoolGuySomar: The members of the #NCAT Blue and Gold Marching Machine stand with #BlackLivesMatter https://t.co/tjPamoyVkl',_KrystalWillDo
"b'RT @GopAaron: 258 black people were killed by police in 2015 compared to the 6,000 blacks that were killed that year by other blacks... #Bl\xe2\x80\xa6'",Girl421Husky
b'RT @CoolGuySomar: The members of the #NCAT Blue and Gold Marching Machine stand with #BlackLivesMatter https://t.co/tjPamoyVkl',HeyMaKORINA
"b""Just watched Ada du vernays 13th. Holy shit. Don't know how America can consider itself a civilised country rn. #blacklivesmatter""",dragonlordette
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',maniak15
b'RT @CoolGuySomar: The members of the #NCAT Blue and Gold Marching Machine stand with #BlackLivesMatter https://t.co/tjPamoyVkl',jordanlauren_
b'No words. Just real fears.\n\n#blacklivesmatter https://t.co/IdfjJ6WDPE',ThatsWhatJVSaid
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",Jgills14
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',PapaaJonn
b'RT @CoolGuySomar: The members of the #NCAT Blue and Gold Marching Machine stand with #BlackLivesMatter https://t.co/tjPamoyVkl',TrillMixx_
b'RT @CoolGuySomar: The members of the #NCAT Blue and Gold Marching Machine stand with #BlackLivesMatter https://t.co/tjPamoyVkl',DRINKmy_Swizzle
"b'@RealTimBlack glad you like your dog throwin , child throwin buddy @latreseALLEN  #blacklivesmatter  LOL https://t.co/bTr8K9qgi7'",RANTWITHJEFF
"b'RT @simplynailah: No big deal, @Kaepernick7 &amp; after supporting #TheBirthofaNation . We stand for photos &amp; kneel for the national anthem...\xe2\x80\xa6'",daemonova
b'RT @ogkeyser: Trump is disgusting Call 855-878-6700 Overload the phones Empty his hotels #ThatMexicanThing #BlackLivesMatter  @ananavarro @\xe2\x80\xa6',JassScott
b'@Spotify has a #BlackHistorySalute playlist. You need to listen. It will nourish your black soul #BlackLivesMatter https://t.co/e26TOPPSnS',cremdelachris
b'RT @CelebsInHS: -psycho\n-keys all her ex boyfriends cars\n-supports #BlackLivesMatter but locks car door when a black person walks by https:\xe2\x80\xa6',AWHNLZL
b'RT @CoolGuySomar: The members of the #NCAT Blue and Gold Marching Machine stand with #BlackLivesMatter https://t.co/tjPamoyVkl',_DopelyAdorable
b'NEVER FORGET. #blacklivesmatter https://t.co/DkGlhZMW9Y',kingbrasco
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',lindseylou__
b'I only go to strip clubs to pick up the dollars off the floor.. #BlackLivesMatter',Erica_rogers23
b'RT @CoolGuySomar: The members of the #NCAT Blue and Gold Marching Machine stand with #BlackLivesMatter https://t.co/tjPamoyVkl',takingpetals
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",meowbug
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",jerqjerq
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',spiketeejoint
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',DeuntayCharles
b'RT @benandjerrys: Is systemic racism a thing? It sure is and these stats prove it &gt;&gt; https://t.co/IrkJyIJ2nW #BlackLivesMatter https://t.co\xe2\x80\xa6',padawancourt87
"b""RT @Terr: i can't explain how much i love @benandjerrys for standing up for #BlackLivesMatter. i also am DYING over #BenAndJerrysNewFlavor""",RIAWAHINE
"b'RT @melaninbarbie: There is so such thing as a blue life. There is no ethnicity that is ""blue"". The whole thing mystifies and undermines #B\xe2\x80\xa6'",JollyBlackGirl
"b""RT @ArielFoxman: Today, tmrw, this week: watch @AVAETC @13THFilm on @Netflix. It's brilliant, eye-opening &amp; most of all, critical viewing.\xe2\x80\xa6""",ChaseVibe
"b""CANCEL TRUMP'S CAMPAIGN Call 855-878-6700 Overload the phones Empty his hotels #ThatMexicanThing #BlackLivesMatter\xe2\x80\xa6 https://t.co/r2KqisIalp""",ogkeyser
b'RT @melaninbarbie: It truly is interesting and aggravating to see people add Police/Blue to hijack #BlackLivesMatter. Police can stop being\xe2\x80\xa6',JollyBlackGirl
b'RT @CelebsInHS: -psycho\n-keys all her ex boyfriends cars\n-supports #BlackLivesMatter but locks car door when a black person walks by https:\xe2\x80\xa6',JosetteArce
"b""RT @OchoBoomin: #BlackLivesMatter got you Lil bro because I don't see All Lives Matter rallying for you. This is ridiculous. https://t.co/D\xe2\x80\xa6""",taylorroseperki
b'RT @CelebsInHS: -psycho\n-keys all her ex boyfriends cars\n-supports #BlackLivesMatter but locks car door when a black person walks by https:\xe2\x80\xa6',alexmunoz12441
"b""RT @ArielFoxman: Today, tmrw, this week: watch @AVAETC @13THFilm on @Netflix. It's brilliant, eye-opening &amp; most of all, critical viewing.\xe2\x80\xa6""",AVAETC
b'RT @CelebsInHS: -psycho\n-keys all her ex boyfriends cars\n-supports #BlackLivesMatter but locks car door when a black person walks by https:\xe2\x80\xa6',DakotaStrahl
b'RT @TheDMVDaily: Major shoutout to @benandjerrys for this #BlackLivesMatter https://t.co/gpkIpfULcr',Ray_Of_Lite
"b""RT @shanicegeorge: Ben and Jerry's taking a stand and it is so very appreciated #blacklivesmatter https://t.co/m7pMah7jwd""",RIAWAHINE
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',Tierra_Evans
"b'RT @DrJillStein: ""We know that the history of policing in this country was founded on slave patrols."" -- @ajamubaraka #BlackLivesMatter htt\xe2\x80\xa6'",BBfromPA
b'RT @CelebsInHS: -psycho\n-keys all her ex boyfriends cars\n-supports #BlackLivesMatter but locks car door when a black person walks by https:\xe2\x80\xa6',pastetics
b'RT @CelebsInHS: -psycho\n-keys all her ex boyfriends cars\n-supports #BlackLivesMatter but locks car door when a black person walks by https:\xe2\x80\xa6',LostFeeI
b'RT @CelebsInHS: -psycho\n-keys all her ex boyfriends cars\n-supports #BlackLivesMatter but locks car door when a black person walks by https:\xe2\x80\xa6',LifeAsADabber
b'RT @CelebsInHS: -psycho\n-keys all her ex boyfriends cars\n-supports #BlackLivesMatter but locks car door when a black person walks by https:\xe2\x80\xa6',missisabellaa_
b'RT @CelebsInHS: -psycho\n-keys all her ex boyfriends cars\n-supports #BlackLivesMatter but locks car door when a black person walks by https:\xe2\x80\xa6',KingRokky
b'People love it when shit stays under the rug...when the elephant in the room stays unnoticed #wewontbesilent #blacklivesmatter',lynique15
"b""RT @SayLaHeyHey: She's really been abusing black people both here and cross continent of you think about it #BlackLivesMatter #ImVoting4Jil\xe2\x80\xa6""",mkgratz
b'RT @andieiamwhoiam: Southern Poverty Law Center labels #AllLivesMatter a hate group but says #BlackLivesMatter is noble.  https://t.co/0Gkg\xe2\x80\xa6',BadinnieJennie
b'RT @andieiamwhoiam: Southern Poverty Law Center labels #AllLivesMatter a hate group but says #BlackLivesMatter is noble.  https://t.co/0Gkg\xe2\x80\xa6',Psyllius
b'Say something else about #blacklivesmatter',aricia_aricia
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',im_a_wild_boy_
"b'RT @photogenicrowan: javon johnson - ""cuz he\'s black""\n(part one) #blacklivesmatter https://t.co/lMJot60HeI'",jeanettealvarad
b'13TH | Official Trailer [HD] | ... Must see. Demand change. #blacklivesmatter https://t.co/KWeNkK0GXG',DanielleAParish
"b""So if Why cant we say All lives matter? Its okay to kill cops? You're racist if you say all lives matter? Explain this BS #BlackLivesMatter""",Levi_V_Marx
b'RT @Only1Perseus: This girl basically put my feelings about #BlackLivesMatter in words in under two minutes.\nRetweet to educate people http\xe2\x80\xa6',_xolarrisa
"b""RT @ajplus: Race had everything to do with the U.S. military's secret chemical experiments. #BlackLivesMatter https://t.co/uDccbrK1YP""",katylied67
"b""RT @OchoBoomin: #BlackLivesMatter got you Lil bro because I don't see All Lives Matter rallying for you. This is ridiculous. https://t.co/D\xe2\x80\xa6""",NicksToon
b'RT @TxBlackDemocrat: We will watch the #Debates2016 and eat our #BenJerrys #icecream #BlackLivesMatter https://t.co/spOSiuFdrr',MonicaRichart
b'RT @makaylaathomass: just listen. #blacklivesmatter https://t.co/3XN2IhHOm8',KateGuessv
b'Financing  Off Road #rims and #tires. https://t.co/8QEd7VmQ3P    #financing #truck #offroad #kanye #hotrod\xe2\x80\xa6 https://t.co/PFcQbA3sZ7',sportsvenuesfla
"b""RT @AshAgony: #StandingRock's @RedWarriorCamp expressed their solidarity with #BlackLivesMatter today: https://t.co/3m5NOaIdaE #NoDAPL #Wat\xe2\x80\xa6""",katylied67
"b'RT @DrJillStein: ""We know that the history of policing in this country was founded on slave patrols."" -- @ajamubaraka #BlackLivesMatter htt\xe2\x80\xa6'",crimsonboudoir
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",brokencarpenter
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',ChrisACuen
"b'RT @ShaunKing: Dear Harvey Weinstein,\n\nWhat did you mean in this email to Hillary about ""silencing"" #BlackLivesMatter?\n\nhttps://t.co/JhCHSI\xe2\x80\xa6'",pameluft
b'RT @andieiamwhoiam: Southern Poverty Law Center labels #AllLivesMatter a hate group but says #BlackLivesMatter is noble.  https://t.co/0Gkg\xe2\x80\xa6',imrandytoo
"b""RT @BlackNewsOutlet: We'll stop saying #BlackLivesMatter when America starts acting like they do. https://t.co/rzWA8XhQpN""",kelsiedarko
"b""RT @simpingNpimping: Don't Touch My Hair - @solangeknowles X I Am Not My Hair - @indiaarie \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbe #ASeatAtTheTable #blacklivesmatter https://t.\xe2\x80\xa6""",Riccccy_
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',_PaintingTreble
b'RT @beytrash: 10) when she stopped her show and did a tribute for the victims lost to police brutality #BlackLivesMatter\xe2\x9c\x8a\xf0\x9f\x8f\xbd\xe2\x9c\x8a\xf0\x9f\x8f\xbe\xe2\x9c\x8a\xf0\x9f\x8f\xbf https://t.co\xe2\x80\xa6',xxdeesh
b'RT @ryannetaughtyou: shout out to my class for this piece @PkClassOf2017 #blacklivesmatter \xe2\x9c\x8a\xf0\x9f\x8f\xbe\xf0\x9f\x8e\x93 https://t.co/KtzSXK2hVp',_lenamartinez_
b'Finance the rims you want and lots more. https://t.co/YTUmOON99p  #blacklivesmatter #bet #snoopdog #jayz #beyonce\xe2\x80\xa6 https://t.co/jiEM7RwT0Y',RandallGoulding
b'@BSO he deleted the tweet. @JerryRice does not care about black people. #blacklivesmatter https://t.co/nFGj43IoOm',HaLidayInn
"b""@madiva0\nAfter Having been viciously attacked by neoNazis bcz I'm anti-Trump AND PRO- #BlackLivesMatter I KNOW WHAT U ARE!\n@wish1013 @cher""",BodhisattvaKat
b'Why do police kill unarmed black men but not unarmed why men?\n\nThis video explains it perfectly!\n#Blacklivesmatter \nhttps://t.co/5Nk7Ua9Cx8',NickNicknichola
"b""RT @SayLaHeyHey: She's really been abusing black people both here and cross continent of you think about it #BlackLivesMatter #ImVoting4Jil\xe2\x80\xa6""",tssoliai
"b'RT @GopAaron: 258 black people were killed by police in 2015 compared to the 6,000 blacks that were killed that year by other blacks... #Bl\xe2\x80\xa6'",MichaelMontanti
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',a1exanz
b'RT @andieiamwhoiam: Southern Poverty Law Center labels #AllLivesMatter a hate group but says #BlackLivesMatter is noble.  https://t.co/0Gkg\xe2\x80\xa6',fungrl1111
"b'Two officers dead, one injured in Palm Springs shooting https://t.co/HmqMS7OlpE @BlackLivesMatter #liberal #tcot #tlot'",KarenJourden
b'RT @LucidHurricane_: Nobody is #MoreElectableThanTrump for the AA community \n#BlackLivesMatter to @realDonaldTrump https://t.co/tbpcVjonZ1',locknut1953
b'NO DECENT PERSON CAN VOTE FOR TRUMP Call 855-878-6700 Overload the phones Empty his hotels #ThatMexicanThing\xe2\x80\xa6 https://t.co/3yqT3RnJYq',ogkeyser
"b""RT @actdottv: Ben &amp; Jerry's offers their whole-hearted support to #BlackLivesMatter in moving statement. #BenAndJerrysNewFlavor https://t.c\xe2\x80\xa6""",Paladiumcrayon
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',slimydildo
b'Financing on off road #rims and #tires. https://t.co/YPxaPQnNuW    #financing #truck #offroad #hotrod\xe2\x80\xa6 https://t.co/HOYLAqvowb',socialnewstweet
b'RT @andieiamwhoiam: Southern Poverty Law Center labels #AllLivesMatter a hate group but says #BlackLivesMatter is noble.  https://t.co/0Gkg\xe2\x80\xa6',BanRomulanbirds
"b""RT @SayLaHeyHey: She's really been abusing black people both here and cross continent of you think about it #BlackLivesMatter #ImVoting4Jil\xe2\x80\xa6""",OnlyTruthReign
"b""RT @ajplus: Race had everything to do with the U.S. military's secret chemical experiments. #BlackLivesMatter https://t.co/uDccbrK1YP""",a_harmon23
b'RT @Crystal1Johnson: Autopsy finds Tyre King was shot in the back three times. Cops felt threatened by a 13-years-old Black boy running awa\xe2\x80\xa6',_RealZoette_
b'#blacklivesmatter #neverhillary\n#trump2016 is the only #change https://t.co/GeTCCyxdns',AZInspiration
"b""RT @joyreaper: #PodestaEmails It can't get much sadder. We knew .@hillaryclinton was the real racist. Her camp &amp; the media are as well! #Bl\xe2\x80\xa6""",ccchrissyy
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',TheTattooedProf
"b""RT @BlackNewsOutlet: We'll stop saying #BlackLivesMatter when America starts acting like they do. https://t.co/rzWA8XhQpN""",kaylah_breann
"b""RT @NiecysUnknown: This Is A Grandmother From Detroit Decorations For #Halloween. This Is Her Horror. This Is What's Scary To Her. \n#BlackL\xe2\x80\xa6""",s_delundre
b'RT @kjslaughter: 1st Day of The Panthers at 50 exhibit.  The Party deserves a National Historic Site. \n#BPP50 #powertothepeople  ##blackliv\xe2\x80\xa6',ak2webd3
b'RT @benandjerrys: Black Lives Matter. Choosing to be silent in the face of such injustice is not an option. https://t.co/6Vy0KHJeKU #BlackL\xe2\x80\xa6',kevbre31
"b""Do's And Don'ts When Maintaining Your Septic System  https://t.co/o6iYJ1hCLZ \n\n#blacklivesmatter #freeloaders #neverhillary""",Samiam01x
b'#ReverseRacism\n@BlackLivesMatter is a #Racist movement\n#WhitePrivilege is a Myth\n#RaceBaiting https://t.co/8qaD3xFYGf',dancingdelilah
b'my TL: pussypuns dankmemes kittengifs blacklivesmatter bacon letsgorangers lin-manuel fuckit almost 2am here\xe2\x80\x99s some\xe2\x80\xa6 https://t.co/ihdhjQyQUF',agenao
b'Finance the rims you want and lots more. https://t.co/e01SXn8uve  #rims #finance #blacklivesmatter #bet #snoopdog\xe2\x80\xa6 https://t.co/qsZ7qLuUgE',rimfinancing1
